HA,4,79,w1,w2,w3,w4
1722,21,5,0,1,2,0
1723,21,6,-2,-1,0,1
1724,21,6,0,1,-1,-2
1725,21,6,1,-2,0,1
1726,21,8,0,-2,0,-2
1727,21,10,-2,2,-1,1
1728,21,13,0,-2,3,0
1729,21,13,3,0,2,0
1730,21,14,-3,-1,0,-2
1731,21,14,3,0,-1,-2
1732,21,15,-2,-1,-3,-1
1733,21,15,-1,-1,-3,2
1734,21,15,-1,1,2,-3
1735,21,15,1,-2,-3,-1
1736,21,15,1,1,2,3
1737,21,17,-3,2,2,0
1738,21,17,0,4,1,0
1739,21,17,2,0,2,-3
1740,21,18,-3,2,-1,-2
1741,21,18,-1,-1,0,4
1742,21,18,4,0,-1,1
1743,21,19,-3,-1,3,0
1744,21,19,1,1,-4,-1
1745,21,19,3,3,1,0
1746,21,21,-2,2,2,3
1747,21,21,2,-2,-3,2
1748,21,22,-2,-4,1,1
1749,21,22,-1,2,-1,4
1750,21,22,1,4,-2,1
1751,21,22,2,1,-1,4
1752,21,22,3,-3,0,-2
1753,21,23,-2,-1,3,3
1754,21,23,-1,-2,3,-3
1755,21,23,1,-2,3,3
1756,21,23,2,3,1,-3
1757,21,24,0,4,-2,-2
1758,21,24,2,-2,0,4
1759,21,25,-2,-4,-2,-1
1760,21,25,-2,2,-4,-1
1761,21,25,-1,-4,-2,2
1762,21,25,-1,2,-4,2
1763,21,25,2,1,-4,2
1764,21,26,3,3,-2,-2
1765,21,26,4,-3,0,1
1766,21,27,-1,4,1,-3
1767,21,27,1,4,1,3
1768,21,27,3,-3,3,0
1769,21,29,-4,0,-3,2
1770,21,29,0,-2,-3,-4
1771,21,29,4,0,2,3
1772,21,30,-3,-4,1,-2
1773,21,30,2,3,4,-1
1774,21,30,4,3,-2,1
1775,21,31,2,-3,3,-3
1776,21,32,-4,0,0,4
1777,21,33,-4,-3,-2,2
1778,21,33,-4,2,2,-3
1779,21,33,0,1,-4,-4
1780,21,33,4,0,-4,-1
1781,21,34,-1,-4,1,4
1782,21,34,-1,4,4,-1
1783,21,35,-4,-1,3,-3
1784,21,35,-3,-1,-3,-4
1785,21,35,4,-3,-3,-1
1786,21,35,4,3,1,3
1787,21,36,0,4,4,2
1788,21,38,3,3,4,2
1789,21,40,2,4,-2,4
1790,21,41,-3,-4,4,0
1791,21,41,3,0,-4,-4
1792,21,42,-4,-3,1,4
1793,21,42,-4,3,-1,4
1794,21,42,1,3,4,-4
1795,21,43,3,-3,-3,-4
1796,21,43,4,-3,3,3
1797,21,45,-4,3,-4,2
1798,21,45,-3,-4,-2,-4
1799,21,45,-3,2,-4,-4
1800,21,45,-2,-4,4,3
1801,21,52,-2,4,4,-4
1802,21,52,4,2,4,-4
1803,21,57,-4,-4,4,-3
1804,22,6,1,1,2,0
1805,22,7,-1,2,-1,1
1806,22,7,1,1,-1,-2
1807,22,7,2,1,-1,1
1808,22,9,-2,-1,0,-2
1809,22,9,1,-2,0,-2
1810,22,9,2,-2,0,1
1811,22,12,-2,2,2,0
1812,22,12,-1,-1,-3,-1
1813,22,13,-2,2,-1,-2
1814,22,14,-2,-1,3,0
1815,22,14,0,-1,-3,2
1816,22,14,0,1,2,-3
1817,22,14,1,-2,3,0
1818,22,17,-4,0,0,1
1819,22,17,0,-1,0,4
1820,22,18,-1,2,2,3
1821,22,18,1,4,1,0
1822,22,18,2,-2,-3,-1
1823,22,18,2,1,2,3
1824,22,19,-1,-4,1,1
1825,22,20,-1,-1,3,3
1826,22,20,4,0,2,0
1827,22,21,0,2,-1,4
1828,22,21,4,0,-1,-2
1829,22,22,-3,0,-3,2
1830,22,22,-1,-4,-2,-1
1831,22,22,-1,2,-4,-1
1832,22,22,0,-2,3,-3
1833,22,22,2,1,-4,-1
1834,22,22,3,0,2,-3
1835,22,24,0,-4,-2,2
1836,22,24,0,2,-4,2
1837,22,25,-3,0,0,4
1838,22,25,-2,-4,1,-2
1839,22,25,1,4,-2,-2
1840,22,25,2,4,-2,1
1841,22,26,-4,0,-3,-1
1842,22,26,-3,-3,-2,2
1843,22,26,-3,2,2,-3
1844,22,26,0,4,1,-3
1845,22,26,2,-2,3,3
1846,22,26,3,-2,-3,2
1847,22,26,4,3,1,0
1848,22,27,-4,-3,1,1
1849,22,27,-4,3,-1,1
1850,22,27,3,1,-1,4
1851,22,28,-3,-1,3,-3
1852,22,28,3,3,1,-3
1853,22,29,3,-2,0,4
1854,22,29,4,-3,0,-2
1855,22,30,-4,-3,-2,-1
1856,22,30,-2,-1,-3,-4
1857,22,30,1,-2,-3,-4
1858,22,30,2,4,1,3
1859,22,30,3,1,-4,2
1860,22,33,0,-4,1,4
1861,22,33,0,4,4,-1
1862,22,33,4,3,-2,-2
1863,22,34,-4,0,3,3
1864,22,34,1,1,-4,-4
1865,22,34,4,-3,3,0
1866,22,35,-3,-3,1,4
1867,22,35,-3,3,-1,4
1868,22,35,3,3,4,-1
1869,22,36,-2,-4,4,0
1870,22,36,3,-3,3,-3
1871,22,37,1,4,4,2
1872,22,38,-4,3,2,3
1873,22,38,-3,3,-4,2
1874,22,40,-2,-4,-2,-4
1875,22,40,-2,2,-4,-4
1876,22,42,-4,3,-4,-1
1877,22,42,-1,-4,4,3
1878,22,45,2,3,4,-4
1879,22,45,3,4,-2,4
1880,22,45,4,3,4,2
1881,22,48,4,0,-4,-4
1882,22,49,-1,4,4,-4
1883,22,50,-4,-3,4,3
1884,22,50,-3,-4,4,-3
1885,22,50,4,-3,-3,-4
1886,23,6,-1,-1,0,-2
1887,23,6,0,2,-1,1
1888,23,9,-1,2,2,0
1889,23,9,2,1,2,0
1890,23,10,-3,0,0,1
1891,23,10,-1,2,-1,-2
1892,23,10,2,1,-1,-2
1893,23,11,-1,-1,3,0
1894,23,11,0,-1,-3,-1
1895,23,12,2,-2,0,-2
1896,23,12,3,1,-1,1
1897,23,14,3,-2,0,1
1898,23,15,1,-1,-3,2
1899,23,15,1,1,2,-3
1900,23,17,-2,0,-3,2
1901,23,17,0,2,2,3
1902,23,17,2,-2,3,0
1903,23,18,0,-4,1,1
1904,23,18,1,-1,0,4
1905,23,19,-3,0,-3,-1
1906,23,19,0,-1,3,3
1907,23,20,-4,0,0,-2
1908,23,20,-3,-3,1,1
1909,23,20,-3,3,-1,1
1910,23,20,-2,0,0,4
1911,23,21,-2,-3,-2,2
1912,23,21,-2,2,2,-3
1913,23,21,0,-4,-2,-1
1914,23,21,0,2,-4,-1
1915,23,21,2,4,1,0
1916,23,22,-1,-4,1,-2
1917,23,22,1,2,-1,4
1918,23,23,-3,-3,-2,-1
1919,23,23,-2,-1,3,-3
1920,23,23,1,-2,3,-3
1921,23,23,3,-2,-3,-1
1922,23,23,3,1,2,3
1923,23,25,-4,0,3,0
1924,23,25,1,-4,-2,2
1925,23,25,1,2,-4,2
1926,23,27,-3,0,3,3
1927,23,27,-1,-1,-3,-4
1928,23,27,1,4,1,-3
1929,23,27,3,1,-4,-1
1930,23,28,2,4,-2,-2
1931,23,29,-4,3,2,0
1932,23,29,4,0,2,-3
1933,23,30,-4,-3,1,-2
1934,23,30,-4,3,-1,-2
1935,23,30,-2,-3,1,4
1936,23,30,-2,3,-1,4
1937,23,30,3,4,-2,1
1938,23,31,-3,3,2,3
1939,23,31,3,-2,3,3
1940,23,33,-2,3,-4,2
1941,23,33,-1,-4,4,0
1942,23,33,2,-2,-3,-4
1943,23,33,4,-2,-3,2
1944,23,34,1,-4,1,4
1945,23,34,1,4,4,-1
1946,23,34,4,1,-1,4
1947,23,35,-3,3,-4,-1
1948,23,35,3,4,1,3
1949,23,35,4,3,1,-3
1950,23,36,4,-2,0,4
1951,23,37,-1,-4,-2,-4
1952,23,37,-1,2,-4,-4
1953,23,37,2,1,-4,-4
1954,23,37,4,1,-4,2
1955,23,40,2,4,4,2
1956,23,41,-4,-3,4,0
1957,23,41,-4,0,-3,-4
1958,23,41,0,-4,4,3
1959,23,42,4,3,4,-1
1960,23,43,-3,-3,4,3
1961,23,43,4,-3,3,-3
1962,23,45,-4,-3,-2,-4
1963,23,45,-2,-4,4,-3
1964,23,48,0,4,4,-4
1965,23,50,3,3,4,-4
1966,23,52,4,4,-2,4
1967,23,57,-4,3,-4,-4
1968,24,5,-2,0,0,1
1969,24,5,0,-1,0,-2
1970,24,7,1,2,-1,1
1971,24,8,0,2,2,0
1972,24,9,0,2,-1,-2
1973,24,10,0,-1,3,0
1974,24,12,1,-1,-3,-1
1975,24,13,-3,0,0,-2
1976,24,14,-2,0,-3,-1
1977,24,14,-1,0,-3,2
1978,24,14,3,1,2,0
1979,24,15,-2,-3,1,1
1980,24,15,-2,3,-1,1
1981,24,15,3,1,-1,-2
1982,24,17,-1,0,0,4
1983,24,17,3,-2,0,-2
1984,24,18,-3,0,3,0
1985,24,18,-2,-3,-2,-1
1986,24,18,-1,-3,-2,2
1987,24,18,-1,2,2,-3
1988,24,18,1,2,2,3
1989,24,18,2,-1,-3,2
1990,24,18,2,1,2,-3
1991,24,19,1,-4,1,1
1992,24,19,4,1,-1,1
1993,24,20,-1,-1,3,-3
1994,24,20,1,-1,3,3
1995,24,21,0,-4,1,-2
1996,24,21,2,-1,0,4
1997,24,21,4,-2,0,1
1998,24,22,-3,3,2,0
1999,24,22,-2,0,3,3
2000,24,22,1,-4,-2,-1
2001,24,22,1,2,-4,-1
2002,24,22,3,-2,3,0
2003,24,23,-3,-3,1,-2
2004,24,23,-3,3,-1,-2
2005,24,25,2,2,-1,4
2006,24,26,-2,3,2,3
2007,24,26,0,-1,-3,-4
2008,24,26,2,-2,3,-3
2009,24,26,3,4,1,0
2010,24,27,-1,-3,1,4
2011,24,27,-1,3,-1,4
2012,24,28,-4,-2,-2,2
2013,24,28,2,-4,-2,2
2014,24,28,2,2,-4,2
2015,24,30,-4,1,-3,2
2016,24,30,-2,3,-4,-1
2017,24,30,-1,3,-4,2
2018,24,30,2,4,1,-3
2019,24,30,4,-2,-3,-1
2020,24,30,4,1,2,3
2021,24,32,0,-4,4,0
2022,24,33,-4,1,0,4
2023,24,33,3,4,-2,-2
2024,24,34,-4,0,3,-3
2025,24,34,-3,-3,4,0
2026,24,34,-3,0,-3,-4
2027,24,34,4,1,-4,-1
2028,24,36,0,-4,-2,-4
2029,24,36,0,2,-4,-4
2030,24,37,-4,-2,1,4
2031,24,37,2,-4,1,4
2032,24,37,2,4,4,-1
2033,24,37,4,4,-2,1
2034,24,38,-4,3,2,-3
2035,24,38,-3,-3,-2,-4
2036,24,38,-2,-3,4,3
2037,24,38,3,-2,-3,-4
2038,24,38,4,-2,3,3
2039,24,42,-1,-4,4,-3
2040,24,42,1,-4,4,3
2041,24,42,3,1,-4,-4
2042,24,42,4,4,1,3
2043,24,45,3,4,4,2
2044,24,49,-4,4,-1,4
2045,24,49,1,4,4,-4
2046,24,50,-4,-3,4,-3
2047,24,50,-3,3,-4,-4
2048,24,52,-4,4,-4,2
2049,24,57,4,3,4,-4
2050,25,6,1,-1,0,-2
2051,25,6,2,-1,0,1
2052,25,8,-2,0,0,-2
2053,25,9,1,2,2,0
2054,25,10,1,2,-1,-2
2055,25,10,2,2,-1,1
2056,25,11,-1,0,-3,-1
2057,25,11,1,-1,3,0
2058,25,12,-1,-3,1,1
2059,25,12,-1,3,-1,1
2060,25,13,-2,0,3,0
2061,25,13,0,0,-3,2
2062,25,15,-1,-3,-2,-1
2063,25,15,2,-1,-3,-1
2064,25,16,0,0,0,4
2065,25,17,-2,3,2,0
2066,25,17,0,-3,-2,2
2067,25,17,0,2,2,-3
2068,25,18,-4,1,0,1
2069,25,18,-2,-3,1,-2
2070,25,18,-2,3,-1,-2
2071,25,19,-1,0,3,3
2072,25,19,0,-1,3,-3
2073,25,21,-3,-2,-2,2
2074,25,21,2,2,2,3
2075,25,21,4,1,2,0
2076,25,22,-4,-2,1,1
2077,25,22,1,-4,1,-2
2078,25,22,2,-4,1,1
2079,25,22,4,1,-1,-2
2080,25,23,-3,1,-3,2
2081,25,23,-1,3,2,3
2082,25,23,2,-1,3,3
2083,25,23,3,-1,-3,2
2084,25,23,3,1,2,-3
2085,25,24,4,-2,0,-2
2086,25,25,-4,-2,-2,-1
2087,25,25,2,-4,-2,-1
2088,25,25,2,2,-4,-1
2089,25,26,-3,1,0,4
2090,25,26,0,-3,1,4
2091,25,26,0,3,-1,4
2092,25,26,3,-1,0,4
2093,25,27,-4,1,-3,-1
2094,25,27,-3,0,3,-3
2095,25,27,-1,3,-4,-1
2096,25,27,1,-1,-3,-4
2097,25,29,-2,-3,4,0
2098,25,29,-2,0,-3,-4
2099,25,29,0,3,-4,2
2100,25,29,4,-2,3,0
2101,25,30,-3,-2,1,4
2102,25,30,3,2,-1,4
2103,25,31,-3,3,2,-3
2104,25,31,3,-2,3,-3
2105,25,33,-2,-3,-2,-4
2106,25,33,1,-4,4,0
2107,25,33,3,-4,-2,2
2108,25,33,3,2,-4,2
2109,25,33,4,4,1,0
2110,25,34,-4,4,-1,1
2111,25,35,-4,1,3,3
2112,25,35,-1,-3,4,3
2113,25,35,3,4,1,-3
2114,25,37,1,-4,-2,-4
2115,25,37,1,2,-4,-4
2116,25,40,4,4,-2,-2
2117,25,41,0,-4,4,-3
2118,25,42,-3,4,-1,4
2119,25,42,3,-4,1,4
2120,25,42,3,4,4,-1
2121,25,43,-3,-3,4,-3
2122,25,45,-4,-2,4,3
2123,25,45,-4,4,2,3
2124,25,45,-3,4,-4,2
2125,25,45,-2,3,-4,-4
2126,25,45,2,-4,4,3
2127,25,45,4,-2,-3,-4
2128,25,49,-4,4,-4,-1
2129,25,49,4,1,-4,-4
2130,25,52,2,4,4,-4
2131,25,52,4,4,4,2
2132,26,5,-1,0,0,-2
2133,26,9,2,-1,0,-2
2134,26,10,-1,0,3,0
2135,26,10,0,0,-3,-1
2136,26,11,-3,1,0,1
2137,26,11,0,-3,1,1
2138,26,11,0,3,-1,1
2139,26,11,3,-1,0,1
2140,26,12,2,2,2,0
2141,26,13,2,2,-1,-2
2142,26,14,-1,3,2,0
2143,26,14,0,-3,-2,-1
2144,26,14,1,0,-3,2
2145,26,14,2,-1,3,0
2146,26,15,-3,-2,1,1
2147,26,15,-1,-3,1,-2
2148,26,15,-1,3,-1,-2
2149,26,15,3,2,-1,1
2150,26,16,-2,-2,-2,2
2151,26,17,1,0,0,4
2152,26,18,-3,-2,-2,-1
2153,26,18,-2,1,-3,2
2154,26,18,0,0,3,3
2155,26,18,1,-3,-2,2
2156,26,18,1,2,2,-3
2157,26,20,-3,1,-3,-1
2158,26,20,1,-1,3,-3
2159,26,20,3,-1,-3,-1
2160,26,21,-4,1,0,-2
2161,26,21,-2,1,0,4
2162,26,22,-2,0,3,-3
2163,26,22,0,3,2,3
2164,26,25,-4,-2,1,-2
2165,26,25,-2,-2,1,4
2166,26,25,2,-4,1,-2
2167,26,26,-4,1,3,0
2168,26,26,-2,3,2,-3
2169,26,26,-1,-3,4,0
2170,26,26,-1,0,-3,-4
2171,26,26,0,3,-4,-1
2172,26,26,3,2,2,3
2173,26,27,-3,4,-1,1
2174,26,27,1,-3,1,4
2175,26,27,1,3,-1,4
2176,26,27,3,-4,1,1
2177,26,28,-3,1,3,3
2178,26,28,3,-1,3,3
2179,26,30,-1,-3,-2,-4
2180,26,30,1,3,-4,2
2181,26,30,2,-1,-3,-4
2182,26,30,3,-4,-2,-1
2183,26,30,3,2,-4,-1
2184,26,30,4,-1,-3,2
2185,26,30,4,1,2,-3
2186,26,33,4,-1,0,4
2187,26,34,0,-3,4,3
2188,26,36,-4,-2,4,0
2189,26,36,-4,4,2,0
2190,26,36,2,-4,4,0
2191,26,37,-4,4,-1,-2
2192,26,37,-2,4,-1,4
2193,26,37,4,2,-1,4
2194,26,38,-3,-2,4,3
2195,26,38,-3,4,2,3
2196,26,38,-2,-3,4,-3
2197,26,38,4,-2,3,-3
2198,26,40,-4,-2,-2,-4
2199,26,40,-2,4,-4,2
2200,26,40,2,-4,-2,-4
2201,26,40,2,2,-4,-4
2202,26,40,4,-4,-2,2
2203,26,40,4,2,-4,2
2204,26,42,-4,1,-3,-4
2205,26,42,-3,4,-4,-1
2206,26,42,-1,3,-4,-4
2207,26,42,1,-4,4,-3
2208,26,42,4,4,1,-3
2209,26,49,4,-4,1,4
2210,26,49,4,4,4,-1
2211,26,50,3,-4,4,3
2212,26,57,-4,-4,-4,3
2213,26,57,3,4,4,-4
2214,26,64,-4,4,-4,-4
2215,27,4,0,0,0,-2
2216,27,6,-2,1,0,1
2217,27,9,0,0,3,0
2218,27,10,-2,-2,1,1
2219,27,11,1,0,-3,-1
2220,27,12,1,-3,1,1
2221,27,12,1,3,-1,1
2222,27,13,-2,-2,-2,-1
2223,27,13,-1,-2,-2,2
2224,27,13,0,3,2,0
2225,27,14,-3,1,0,-2
2226,27,14,0,-3,1,-2
2227,27,14,0,3,-1,-2
2228,27,14,3,-1,0,-2
2229,27,15,-2,1,-3,-1
2230,27,15,-1,1,-3,2
2231,27,15,1,-3,-2,-1
2232,27,17,2,0,-3,2
2233,27,17,3,2,2,0
2234,27,18,-3,-2,1,-2
2235,27,18,-1,1,0,4
2236,27,18,3,2,-1,-2
2237,27,18,4,-1,0,1
2238,27,19,-3,1,3,0
2239,27,19,-1,0,3,-3
2240,27,19,1,0,3,3
2241,27,19,3,-1,3,0
2242,27,20,2,0,0,4
2243,27,21,2,-3,-2,2
2244,27,21,2,2,2,-3
2245,27,22,-2,4,-1,1
2246,27,22,-1,-2,1,4
2247,27,22,4,2,-1,1
2248,27,23,-2,1,3,3
2249,27,23,-1,3,2,-3
2250,27,23,1,3,2,3
2251,27,23,2,-1,3,-3
2252,27,25,-4,-1,-2,2
2253,27,25,0,-3,4,0
2254,27,25,0,0,-3,-4
2255,27,27,1,3,-4,-1
2256,27,27,4,-1,-3,-1
2257,27,29,-3,-2,4,0
2258,27,29,-3,4,2,0
2259,27,29,0,-3,-2,-4
2260,27,30,-3,4,-1,-2
2261,27,30,2,-3,1,4
2262,27,30,2,3,-1,4
2263,27,30,3,-4,1,-2
2264,27,33,-4,2,-3,2
2265,27,33,-3,-2,-2,-4
2266,27,33,-2,-2,4,3
2267,27,33,-2,4,2,3
2268,27,33,2,3,-4,2
2269,27,33,4,2,2,3
2270,27,34,-4,-1,1,4
2271,27,34,-1,4,-1,4
2272,27,34,4,-4,1,1
2273,27,35,-4,1,3,-3
2274,27,35,-3,1,-3,-4
2275,27,35,-1,-3,4,-3
2276,27,35,1,-3,4,3
2277,27,35,3,-1,-3,-4
2278,27,35,4,-1,3,3
2279,27,36,-4,2,0,4
2280,27,37,-4,-4,-1,2
2281,27,37,-2,4,-4,-1
2282,27,37,-1,4,-4,2
2283,27,37,4,-4,-2,-1
2284,27,37,4,2,-4,-1
2285,27,41,0,3,-4,-4
2286,27,41,3,-4,4,0
2287,27,45,-4,-2,4,-3
2288,27,45,-4,4,2,-3
2289,27,45,2,-4,4,-3
2290,27,45,3,-4,-2,-4
2291,27,45,3,2,-4,-4
2292,27,48,-4,-4,-4,0
2293,27,50,-3,-4,-4,3
2294,27,52,-4,-4,2,4
2295,27,57,-3,4,-4,-4
2296,27,57,4,-4,4,3
2297,27,64,4,4,4,-4
2298,28,5,1,0,0,-2
2299,28,5,2,0,0,1
2300,28,7,-1,-2,1,1
2301,28,9,-2,1,0,-2
2302,28,10,-1,-2,-2,-1
2303,28,10,1,0,3,0
2304,28,12,-1,1,-3,-1
2305,28,12,0,-2,-2,2
2306,28,13,-2,-2,1,-2
2307,28,14,-2,1,3,0
2308,28,14,0,1,-3,2
2309,28,14,1,3,2,0
2310,28,14,2,0,-3,-1
2311,28,15,1,-3,1,-2
2312,28,15,1,3,-1,-2
2313,28,15,2,-3,1,1
2314,28,15,2,3,-1,1
2315,28,17,0,1,0,4
2316,28,18,-3,-1,-2,2
2317,28,18,0,0,3,-3
2318,28,18,2,-3,-2,-1
2319,28,19,-4,-1,1,1
2320,28,19,-1,4,-1,1
2321,28,20,-1,1,3,3
2322,28,21,-4,2,0,1
2323,28,21,0,-2,1,4
2324,28,21,4,-1,0,-2
2325,28,22,-4,-1,-2,-1
2326,28,22,0,3,2,-3
2327,28,22,2,0,3,3
2328,28,22,3,0,-3,2
2329,28,24,-2,-2,4,0
2330,28,24,-2,4,2,0
2331,28,24,4,2,2,0
2332,28,25,-2,4,-1,-2
2333,28,25,3,0,0,4
2334,28,25,4,2,-1,-2
2335,28,26,-3,2,-3,2
2336,28,26,1,-3,4,0
2337,28,26,1,0,-3,-4
2338,28,26,2,3,2,3
2339,28,26,3,-3,-2,2
2340,28,26,3,2,2,-3
2341,28,26,4,-1,3,0
2342,28,27,-3,-1,1,4
2343,28,28,-3,1,3,-3
2344,28,28,-2,-2,-2,-4
2345,28,28,3,-1,3,-3
2346,28,29,-3,2,0,4
2347,28,30,-4,2,-3,-1
2348,28,30,-3,-4,-1,2
2349,28,30,-2,1,-3,-4
2350,28,30,-1,-2,4,3
2351,28,30,-1,4,2,3
2352,28,30,1,-3,-2,-4
2353,28,30,2,3,-4,-1
2354,28,33,0,4,-1,4
2355,28,34,-4,-4,-1,-1
2356,28,34,-1,4,-4,-1
2357,28,34,0,-3,4,-3
2358,28,35,3,-3,1,4
2359,28,35,3,3,-1,4
2360,28,36,0,4,-4,2
2361,28,37,-4,-4,2,1
2362,28,37,4,-4,1,-2
2363,28,38,-4,2,3,3
2364,28,38,-3,-2,4,-3
2365,28,38,-3,4,2,-3
2366,28,38,2,-3,4,3
2367,28,38,3,3,-4,2
2368,28,41,-3,-4,-4,0
2369,28,42,-4,-1,4,3
2370,28,42,1,3,-4,-4
2371,28,42,4,-1,-3,-4
2372,28,45,-3,-4,2,4
2373,28,45,-2,-4,-4,3
2374,28,48,4,-4,4,0
2375,28,50,3,-4,4,-3
2376,28,52,-2,4,-4,-4
2377,28,52,4,-4,-2,-4
2378,28,52,4,2,-4,-4
2379,28,57,-4,-4,-4,-3
2380,29,6,-1,1,0,-2
2381,29,6,0,-2,1,1
2382,29,8,2,0,0,-2
2383,29,9,0,-2,-2,-1
2384,29,10,-1,-2,1,-2
2385,29,10,3,0,0,1
2386,29,11,-1,1,3,0
2387,29,11,0,1,-3,-1
2388,29,12,-3,-1,1,1
2389,29,13,-2,-1,-2,2
2390,29,13,1,-2,-2,2
2391,29,13,2,0,3,0
2392,29,14,-3,2,0,1
2393,29,15,-3,-1,-2,-1
2394,29,15,1,1,-3,2
2395,29,17,2,3,2,0
2396,29,18,0,4,-1,1
2397,29,18,1,1,0,4
2398,29,18,2,-3,1,-2
2399,29,18,2,3,-1,-2
2400,29,19,0,1,3,3
2401,29,19,1,0,3,-3
2402,29,19,3,0,-3,-1
2403,29,20,3,-3,1,1
2404,29,20,3,3,-1,1
2405,29,21,-2,2,-3,2
2406,29,21,-1,-2,4,0
2407,29,21,-1,4,2,0
2408,29,22,-4,-1,1,-2
2409,29,22,-2,-1,1,4
2410,29,22,-1,4,-1,-2
2411,29,22,1,-2,1,4
2412,29,23,-3,2,-3,-1
2413,29,23,-2,1,3,-3
2414,29,23,1,3,2,-3
2415,29,23,3,-3,-2,-1
2416,29,24,-4,2,0,-2
2417,29,24,-2,2,0,4
2418,29,25,-2,-4,-1,2
2419,29,25,-1,-2,-2,-4
2420,29,27,-3,-4,-1,-1
2421,29,27,-1,1,-3,-4
2422,29,27,3,0,3,3
2423,29,29,-4,2,3,0
2424,29,29,0,-2,4,3
2425,29,29,0,4,2,3
2426,29,29,2,-3,4,0
2427,29,29,2,0,-3,-4
2428,29,29,4,0,-3,2
2429,29,30,-3,-4,2,1
2430,29,31,-3,2,3,3
2431,29,31,3,3,2,3
2432,29,32,4,0,0,4
2433,29,33,-4,-1,4,0
2434,29,33,-2,-2,4,-3
2435,29,33,-2,4,2,-3
2436,29,33,0,4,-4,-1
2437,29,33,2,-3,-2,-4
2438,29,33,4,-3,-2,2
2439,29,33,4,2,2,-3
2440,29,34,1,4,-1,4
2441,29,35,-3,-1,4,3
2442,29,35,1,-3,4,-3
2443,29,35,3,3,-4,-1
2444,29,35,4,-1,3,-3
2445,29,36,-2,-4,-4,0
2446,29,37,-4,-1,-2,-4
2447,29,37,1,4,-4,2
2448,29,40,-4,-4,2,-2
2449,29,40,-2,-4,2,4
2450,29,42,-1,-4,-4,3
2451,29,42,4,-3,1,4
2452,29,42,4,3,-1,4
2453,29,43,3,-3,4,3
2454,29,45,-4,2,-3,-4
2455,29,45,2,3,-4,-4
2456,29,45,4,3,-4,2
2457,29,49,-4,-4,-1,-4
2458,29,49,-1,4,-4,-4
2459,29,50,-4,-3,-4,3
2460,29,50,-3,-4,-4,-3
2461,29,57,4,-4,4,-3
2462,30,5,0,1,0,-2
2463,30,7,-2,-1,1,1
2464,30,7,1,-2,1,1
2465,30,9,-2,2,0,1
2466,30,9,0,-2,1,-2
2467,30,10,-2,-1,-2,-1
2468,30,10,-1,-1,-2,2
2469,30,10,0,1,3,0
2470,30,10,1,-2,-2,-1
2471,30,12,1,1,-3,-1
2472,30,13,3,0,0,-2
2473,30,15,-3,-1,1,-2
2474,30,16,2,-2,-2,2
2475,30,17,-3,2,0,-2
2476,30,17,4,0,0,1
2477,30,18,-2,2,-3,-1
2478,30,18,-1,2,-3,2
2479,30,18,2,1,-3,2
2480,30,18,3,0,3,0
2481,30,19,-1,-1,1,4
2482,30,19,1,4,-1,1
2483,30,20,-1,1,3,-3
2484,30,20,0,-2,4,0
2485,30,20,0,4,2,0
2486,30,20,1,1,3,3
2487,30,21,-1,2,0,4
2488,30,21,0,4,-1,-2
2489,30,21,2,1,0,4
2490,30,22,-3,2,3,0
2491,30,22,-2,-4,-1,-1
2492,30,22,-1,-4,-1,2
2493,30,22,2,0,3,-3
2494,30,22,3,3,2,0
2495,30,23,3,-3,1,-2
2496,30,23,3,3,-1,-2
2497,30,24,-4,0,-2,2
2498,30,24,0,-2,-2,-4
2499,30,25,-2,-4,2,1
2500,30,25,2,-2,1,4
2501,30,26,-3,-1,4,0
2502,30,26,-2,2,3,3
2503,30,26,0,1,-3,-4
2504,30,26,2,3,2,-3
2505,30,26,4,0,-3,-1
2506,30,27,4,-3,1,1
2507,30,27,4,3,-1,1
2508,30,30,-4,-3,-1,2
2509,30,30,-3,-1,-2,-4
2510,30,30,-2,-1,4,3
2511,30,30,-1,-2,4,-3
2512,30,30,-1,4,2,-3
2513,30,30,1,-2,4,3
2514,30,30,1,4,2,3
2515,30,30,4,-3,-2,-1
2516,30,33,-4,0,1,4
2517,30,33,-3,-4,2,-2
2518,30,33,-1,-4,-4,0
2519,30,34,1,4,-4,-1
2520,30,34,3,-3,4,0
2521,30,34,3,0,-3,-4
2522,30,34,4,0,3,3
2523,30,37,-1,-4,2,4
2524,30,37,2,4,-1,4
2525,30,38,-4,2,3,-3
2526,30,38,-4,3,-3,2
2527,30,38,-3,2,-3,-4
2528,30,38,2,-3,4,-3
2529,30,38,3,-3,-2,-4
2530,30,38,4,3,2,3
2531,30,40,2,4,-4,2
2532,30,41,-4,-3,-4,0
2533,30,41,-4,3,0,4
2534,30,41,0,-4,-4,3
2535,30,42,-4,-1,4,-3
2536,30,42,-3,-4,-1,-4
2537,30,42,4,3,-4,-1
2538,30,43,-3,-3,-4,3
2539,30,45,-4,-3,2,4
2540,30,45,-2,-4,-4,-3
2541,30,48,0,4,-4,-4
2542,30,50,3,3,-4,-4
2543,30,50,4,-3,4,3
2544,31,6,-1,2,0,1
2545,31,6,1,1,0,-2
2546,31,6,2,1,0,1
2547,31,7,-1,-1,-2,-1
2548,31,9,0,-1,-2,2
2549,31,10,-2,-1,1,-2
2550,31,10,1,-2,1,-2
2551,31,10,2,-2,1,1
2552,31,11,1,1,3,0
2553,31,12,-2,2,0,-2
